Datetime,Ticker,Volume,TakeProfit,StopLoss,TimeOutExit,ClosePrice
2022-12-02 15:30:00-05:00,INTC,4693868,30.389360533716886,28.77375977134532,2022-12-17 15:30:00-05:00,29.420000076293945
